code|description
34969100|pasarelas de embarque de pasajeros para aeronaves
34969200|escaleras de embarque de pasajeros para aeronaves
34970000|equipo para monitorización del tráfico
34971000|equipo de cámara de control de velocidad
34972000|sistema de medición del flujo del tráfico
34980000|billetes de transporte
34990000|equipo de control, seguridad, señalización e iluminación
34991000|luces para iluminación exterior
34992000|señales, incluidas las luminosas
34992100|señales de tráfico luminosas
34992200|pancartas de señalización
34992300|placas indicadoras de calles
34993000|luces para el alumbrado de carreteras
34993100|alumbrado de túneles
34994000|alumbrado para orientación e iluminación de barcos
34994100|alumbrado para orientación e iluminación fluvial
34995000|alumbrado para orientación e iluminación de aeronaves
34996000|equipo de control, seguridad o señalización para carreteras
34996100|semáforos
34996200|equipo de control, seguridad o señalización para vías interiores de navegación
34996300|equipo de control, seguridad o señalización para zonas de estacionamiento
34997000|equipo de control, seguridad o señalización para aeropuertos
34997100|registradores de vuelo
34997200|alumbrado de aeropuertos
34997210|luces de pista
34998000|equipo de control, seguridad o señalización para instalaciones portuarias
34999000|generadores de señales, separadores de señales de antena ("splitters") y máquinas de galvanoplastia
34999100|generadores de señales
34999200|separadores de señales de antena ("splitters")
34999300|máquinas de galvanoplastia
34999400|modelos reducidos a escala
34999410|modelos de aeronaves reducidos a escala
34999420|modelos de barcos reducidos a escala
35000000|equipo de seguridad, extinción de incendios, policía y defensa
35100000|equipo de emergencia y seguridad
35110000|equipo de extinción de incendios, salvamento y seguridad
35111000|equipo de extinción de incendios
35111100|aparatos respiratorios para extinción de incendios
35111200|materiales para extinción de incendios
35111300|extintores
35111310|paquetes de espuma para extintores
35111320|extintores de incendios portátiles
35111400|equipo de evacuación de emergencia
35111500|sistemas de extinción de incendios
35111510|herramientas manuales de extinción de incendios
35111520|espuma para la extinción de incendios o compuestos análogos
35112000|equipo de salvamento y emergencia
35112100|maniquíes para la formación sobre situaciones de emergencia
35112200|ducha de emergencia
35112300|ducha ocular
35113000|equipo de seguridad
35113100|equipo de seguridad del lugar
35113110|sistema de protección de reactores nucleares
35113200|equipo de protección nuclear, biológica, química y radiológica
35113210|equipo de seguridad nuclear
35113300|instalaciones de seguridad
35113400|ropa de protección y de seguridad
35113410|prendas de vestir de protección biológica y química
35113420|prendas de vestir de protección nuclear y radiológica
35113430|chalecos de seguridad
35113440|chalecos reflectantes
35113450|chaquetones o ponchos de protección
35113460|medias o calcetines de protección
35113470|camisas o pantalones de protección
35113480|muñequeras de protección
35113490|vestidos de protección
35120000|sistemas y dispositivos de vigilancia y seguridad
35121000|aparatos e instrumentos de seguridad
35121100|zumbadores
35121200|detectores de dinero falso
35121300|accesorios de seguridad
35121400|sacos de seguridad
35121500|precintos
35121600|marcas
35121700|sistemas de alarma
35121800|espejos convexos de seguridad
35121900|detectores de radar
35123000|equipo de identificación del lugar
35123100|sistema de tarjetas magnéticas
35123200|equipo para horario de trabajo flexible
35123300|sistema de cronometraje
35123400|distintivos de identificación
35123500|sistemas de identificación por vídeo
35124000|detectores de metal
35125000|sistema de vigilancia
35125100|sensores
35125110|sensores biométricos
35125200|sistemas de control horario y aparatos de registro para control horario
35125300|cámaras de seguridad
35126000|equipo de lectura de códigos de barras
35200000|equipo para policía
35210000|blancos para práctica de tiro
35220000|equipo antidisturbios
35221000|cañones de agua
35230000|esposas
35240000|sirenas
35250000|repelentes para ataques caninos
35260000|señales de policía
35261000|paneles de información
35261100|paneles indicadores de mensajes variables
35262000|equipo de señalización de control de cruces
35300000|armas, municiones y sus partes
35310000|armas diversas
35311000|espadas, sables, bayonetas y lanzas
35311100|espadas
35311200|sables
35311300|bayonetas
35311400|lanzas
35312000|pistolas de gas
35320000|armas de fuego
35321000|armas de fuego ligeras
35321100|armas cortas
35321200|fusiles
35321300|ametralladoras
35322000|artillería
35322100|material antiaéreo
35322200|artillería autopropulsada
35322300|artillería remolcada
35322400|morteros
35322500|obuses
35330000|municiones
35331000|municiones para armas de fuego y acciones de guerra
35331100|balas
35331200|proyectiles
35331300|granadas
35331400|minas terrestres
35331500|cartuchos
35332000|municiones para acciones navales de guerra
35332100|torpedos
35332200|minas marinas
35333000|municiones para acciones aéreas de guerra
35333100|bombas (armamento)
35333200|cohetes
35340000|partes de armas de fuego y municiones
35341000|partes de armas de fuego ligeras
35341100|accesorios para tuberías de bronce de cañón
35342000|partes de lanzacohetes
35343000|partes de morteros
35400000|vehículos militares y sus partes
35410000|vehículos militares blindados
35411000|carros de combate
35411100|carros de combate medios
35411200|carros de combate ligeros
35412000|vehículos de combate blindados
35412100|vehículos de combate para infantería
35412200|vehículos de transporte de tropas blindados
35412300|vehículos de transporte de armas blindados
35412400|vehículos de reconocimiento y patrulla
35412500|vehículos de mando y enlace
35420000|partes de vehículos militares
35421000|piezas mecánicas de recambio para vehículos militares
35421100|motores y partes de motores para vehículos militares
35422000|piezas electrónicas y eléctricas de recambio para vehículos militares
35500000|buques de guerra y sus partes
35510000|buques de guerra
35511000|buques de guerra de superficie
35511100|portaaviones
35511200|destructores y fragatas
35511300|corbetas y barcos patrulleros
35511400|embarcaciones y buques anfibios
35512000|submarinos
35512100|submarinos nucleares estratégicos
35512200|submarinos nucleares de ataque
35512300|submarinos diésel de ataque
35512400|vehículos subacuáticos no tripulados
35513000|buques de guerra de minas y buques auxiliares
35513100|cazaminas/dragaminas
35513200|buques auxiliares de investigación
35513300|buques auxiliares de búsqueda de información
35513400|buques hospital/de carga/cisterna/para transporte ro-ro auxiliares
35520000|partes de buques de guerra
35521000|casco y piezas mecánicas de recambio para buques de guerra
35521100|motores y piezas de motores para buques de guerra
35522000|piezas electrónicas y eléctricas de recambio para buques de guerra
35600000|aeronaves militares, misiles y naves espaciales
35610000|aeronaves militares
35611100|aviones de caza
35611200|cazabombarderos/aviones de ataque contra blancos terrestres
35611300|bombarderos
35611400|aeronaves militares de transporte
35611500|aeronaves de formación
35611600|aviones de patrulla marítima
35611700|aviones cisterna
35611800|aviones de reconocimiento
35612100|helicópteros de combate
35612200|helicópteros antisubmarinos
35612300|helicópteros de apoyo
35612400|helicópteros militares de transporte
35612500|helicópteros de búsqueda y rescate
35613000|vehículos aéreos no tripulados
35613100|vehículos aéreos de combate no tripulados
35620000|misiles
35621000|misiles estratégicos
35621100|misiles antimisiles estratégicos
35621200|misiles balísticos intercontinentales
35621300|misiles balísticos lanzados por submarino
35621400|misiles balísticos de alcance medio
35622000|misiles tácticos
35622100|misiles aire-aire
35622200|misiles aire-tierra
35622300|misiles antibuques
35622400|cohetes antisubmarinos
35622500|misiles antimisiles tácticos
35622600|misiles guiados anticarro
35622700|misiles tierra-aire
35623000|misiles de crucero
35623100|misiles de crucero lanzados desde aire/tierra/mar
35630000|naves especiales militares
35631000|satélites militares
35631100|satélites de comunicación
35631200|satélites de observación
35631300|satélites de navegación
35640000|partes de equipos aeroespaciales militares
35641000|estructura y piezas mecánicas de recambio para equipos aeroespaciales militares
35641100|motores y partes de motores para equipos aeroespaciales militares
35642000|piezas electrónicas y eléctricas de recambio para equipos aeroespaciales militares
35700000|sistemas electrónicos militares
35710000|sistemas de mando, control, comunicación e informáticos
35711000|sistemas de mando, control y comunicación
35712000|sistemas tácticos de mando, control y comunicación
35720000|inteligencia, vigilancia, adquisición de objetivos y reconocimiento
35721000|sistemas electrónicos de inteligencia
35722000|radares
35723000|radares de defensa aérea
35730000|sistemas de guerra electrónica y contramedidas
35740000|simuladores de combate
35800000|equipo individual y de apoyo
35810000|equipo individual
35811100|uniformes para el cuerpo de bomberos
35811200|uniformes de policía
35811300|uniformes militares
35812000|uniformes de combate
35812100|chaquetas de camuflaje
35812200|trajes de combate
35812300|equipos de combate
35813000|cascos militares
35813100|fundas para cascos
35814000|máscaras de gas
35815000|prendas de vestir de protección antibalas
35815100|chalecos antibalas
35820000|equipo de apoyo
35821000|banderas
35821100|mástiles de bandera
37000000|instrumentos musicales, artículos deportivos, juegos, juguetes, artículos de artesanía, materiales artísticos y accesorios
37300000|instrumentos musicales y sus partes
37310000|instrumentos musicales
37311000|instrumentos de teclado
37311100|pianos
37311200|acordeones
37311300|órganos musicales
37311400|celestas
37312000|instrumentos de metal
37312100|trompetas
37312200|trombones
37312300|sousafones
37312400|saxofones
37312500|silbatos
37312600|clarines
37312700|bombardinos
37312800|melófonos
37312900|trompas alto, trompas barítono, fliscornos y trompas dobles
37312910|trompas alto
37312920|trompas barítono
37312930|fliscornos
37312940|trompas dobles
37313000|instrumentos de cuerda
37313100|clavicémbalos
37313200|clavicordios
37313300|guitarras
37313400|violines
37313500|arpas
